Company Name,Ticker
MRF,MRF.NS
Mangalore Refinery and Petrochemicals,MRPL.NS
MSP Steel & Power,MSPL.NS
Mstc,MSTCLTD.NS
Motherson Sumi Wiring India,MSUMI.NS
Mtar Technologies,MTARTECH.NS
MT Educare,MTEDUCARE.NS
Mahanagar Telephone Nigam,MTNL.NS
Mufin Green Finance,MUFIN.NS
Credo Brands Marketing,MUFTI.NS
Mukand,MUKANDLTD.NS
Mukka Proteins,MUKKA.NS
Mukta Arts,MUKTAARTS.NS
Munjal Auto Industries,MUNJALAU.NS
Munjal Showa,MUNJALSHOW.NS
Murudeshwar Ceramics,MURUDCERA.NS
Muthoot Capital Services,MUTHOOTCAP.NS
Muthoot Finance,MUTHOOTFIN.NS
Muthoot Microfin,MUTHOOTMF.NS
Manoj Vaibhav Gems N Jewellers,MVGJL.NS
Mangalam Worldwide,MWL.NS
NACL Industries,NACLIND.NS
Nagreeka Capital & Infrastructure,NAGREEKCAP.NS
Nagreeka Exports,NAGREEKEXP.NS
Nahar Capital and Financial Services,NAHARCAP.NS
Nahar Industrial Enterprises,NAHARINDUS.NS
Nahar Poly Films,NAHARPOLY.NS
Nahar Spinning Mills,NAHARSPING.NS
Nippon Life India Asset Management,NAM-INDIA.NS
Narmada Agrobase,NARMADA.NS
Natural Capsules,NATCAPSUQ.NS
Natco Pharma,NATCOPHARM.NS
Nath Bio-Genes (India),NATHBIOGEN.NS
National Aluminium Company,NATIONALUM.NS
National Standard (India),NATIONSTD.NS
Info Edge (India),NAUKRI.NS
NAVA,NAVA.NS
Navin Fluorine International,NAVINFLUOR.NS
Navkar Corporation,NAVKARCORP.NS
Navkar Urbanstructure,NAVKARURB.NS
Navneet Education,NAVNETEDUL.NS
Nazara Technologies,NAZARA.NS
NBCC (India),NBCC.NS
N. B. I. Industrial Finance Company,NBIFIN.NS
NCC,NCC.NS
NCL Industries,NCLIND.NS
Naga Dhunseri Group,NDGL.NS
Nandan Denim,NDL.NS
NDL Ventures,NDLVENTURE.NS
Ndr Auto Components,NDRAUTO.NS
New Delhi Television,NDTV.NS
Neelamalai Agro Industries,NEAGI.NS
North Eastern Carrying Corporation,NECCLTD.NS
Nectar Lifesciences,NECLIFE.NS
Nelcast,NELCAST.NS
NELCO,NELCO.NS
Neogen Chemicals,NEOGEN.NS
Nephrocare Health Services,NEPHROPLUS.NS
Nesco,NESCO.NS
Nestle India,NESTLEIND.NS
Netweb Technologies India,NETWEB.NS
Network18 Media & Investments,NETWORK18.NS
Neuland Laboratories,NEULANDLAB.NS
Newgen Software Technologies,NEWGEN.NS
Next Mediaworks,NEXTMEDIA.NS
National Fertilizers,NFL.NS
Nakoda Group of Industries,NGIL.NS
NGL Fine-Chem,NGLFINE.NS
Narayana Hrudayalaya,NH.NS
NHPC,NHPC.NS
The New India Assurance Company,NIACL.NS
NIBE,NIBE.NS
NRB Industrial Bearings,NIBL.NS
NIIT,NIITLTD.NS
NIIT Learning Systems,NIITMTS.NS
Nila Infrastructures,NILAINFRA.NS
Nila Spaces,NILASPACES.NS
Nile,NILE.NS
Nilkamal,NILKAMAL.NS
Nimbus Projects,NIMBSPROJ.NS
NINtec Systems,NINSYS.NS
Indo-National,NIPPOBATRY.NS
Niraj Cement Structurals,NIRAJ.NS
Niraj Ispat Industries,NIRAJISPAT.NS
Nirlon,NIRLON.NS
Nitco,NITCO.NS
Nitin Spinners,NITINSPIN.NS
Nitiraj Engineers,NITIRAJ.NS
Nitta Gelatin India,NITTAGELA.NS
Niva Bupa Health Insurance Company,NIVABUPA.NS
NK Industries,NKIND.NS
NLC India,NLCINDIA.NS
NMDC,NMDC.NS
NOCIL,NOCIL.NS
Noida Toll Bridge Company,NOIDATOLL.NS
Norben Tea & Exports,NORBTEAEXP.NS
Northern Arc Capital,NORTHARC.NS
Nova Agritech,NOVAAGRI.NS
Novartis India,NOVARTIND.NS
Network People Services Technologies,NPST.NS
N R Agarwal Industries,NRAIL.NS
NRB Bearing,NRBBEARING.NS
Nupur Recyclers,NRL.NS
Nalwa Sons Investments,NSIL.NS
NMDC Steel,NSLNISP.NS
NTPC,NTPC.NS
NTPC Green Energy,NTPCGREEN.NS
Nucleus Software Exports,NUCLEUS.NS
Nureca,NURECA.NS
Nuvama Wealth Management,NUVAMA.NS
Nuvoco Vistas Corporation,NUVOCO.NS
FSN E-Commerce Ventures,NYKAA.NS
Oriental Aromatics,OAL.NS
Orissa Bengal Carrier,OBCL.NS
Oberoi Realty,OBEROIRLTY.NS
OCCL,OCCLLTD.NS
Odigma Consultancy Solutions,ODIGMA.NS
Oracle Financial Services Software,OFSS.NS
Oil India,OIL.NS
Oil Country Tubular,OILCOUNTUB.NS
Ola Electric Mobility,OLAELEC.NS
Olectra Greentech,OLECTRA.NS
Omax Autos,OMAXAUTO.NS
Omaxe,OMAXE.NS
Om Freight Forwarders,OMFREIGHT.NS
OM INFRA,OMINFRAL.NS
Omnitech Engineering,OMNI.NS
Om Power Transmission,OMPOWER.NS
Onelife Capital Advisors,ONELIFECAP.NS
One Point One Solutions,ONEPOINT.NS
Onesource Specialty Pharma,ONESOURCE.NS
Oil & Natural Gas Corporation,ONGC.NS
OnMobile Global,ONMOBILE.NS
Onward Technologies,ONWARDTEC.NS
Optiemus Infracom,OPTIEMUS.NS
Orbit Exports,ORBTEXP.NS
Orchasp,ORCHASP.NS
Orchid Pharma,ORCHPHARMA.NS
Oricon Enterprises,ORICONENT.NS
Oriental Trimex,ORIENTALTL.NS
Orient Bell,ORIENTBELL.NS
Orient Cement,ORIENTCEM.NS
ORIENT CERATECH,ORIENTCER.NS
Orient Electric,ORIENTELEC.NS
Oriental Hotels,ORIENTHOT.NS
Orient Press,ORIENTLTD.NS
Orient Paper & Industries,ORIENTPPR.NS
Orient Technologies,ORIENTTECH.NS
The Orissa Minerals Development Company,ORISSAMINE.NS
Orkla India,ORKLAINDIA.NS
Ortel Communications,ORTEL.NS
ORTIN GLOBAL,ORTINGLOBE.NS
Osia Hyper Retail,OSIAHYPER.NS
Oswal Agro Mills,OSWALAGRO.NS
Oswal Greentech,OSWALGREEN.NS
Oswal Pumps,OSWALPUMPS.NS
ShreeOswal Seeds And Chemicals,OSWALSEEDS.NS
Pace Digitek,PACEDIGITK.NS
Page Industries,PAGEIND.NS
Paisalo Digital,PAISALO.NS
PAKKA,PAKKA.NS
Palash Securities,PALASHSECU.NS
Palred Technologies,PALREDTEC.NS
Panacea Biotec,PANACEABIO.NS
Panache Digilife,PANACHE.NS
Panama Petrochem,PANAMAPET.NS
Pansari Developers,PANSARI.NS
Par Drugs And Chemicals,PAR.NS
Paramount Communications,PARACABLES.NS
Paradeep Phosphates,PARADEEP.NS
Parag Milk Foods,PARAGMILK.NS
Paras Defence and Space Technologies,PARAS.NS
Paras Petrofils,PARASPETRO.NS
Park Medi World,PARKHOSPS.NS
Apeejay Surrendra Park Hotels,PARKHOTELS.NS
Parsvnath Developers,PARSVNATH.NS
Pashupati Cotspin,PASHUPATI.NS
Pasupati Acrylon,PASUPTAC.NS
Patanjali Foods,PATANJALI.NS
Patel Engineering,PATELENG.NS
Patel Retail,PATELRMART.NS
Patel Integrated Logistics,PATINTLOG.NS
Paushak,PAUSHAKLTD.NS
Pavna Industries,PAVNAIND.NS
One 97 Communications,PAYTM.NS
PCBL Chemical,PCBL.NS
PC Jeweller,PCJEWELLER.NS
Pudumjee Paper Products,PDMJEPAPER.NS
PDS,PDSL.NS
Pearl Polymers,PEARLPOLY.NS
Pennar Industries,PENIND.NS
Peninsula Land,PENINLAND.NS
Persistent Systems,PERSISTENT.NS
Petronet LNG,PETRONET.NS
Power Finance Corporation,PFC.NS
Pfizer,PFIZER.NS
Prime Focus,PFOCUS.NS
PTC India Financial Services,PFS.NS
PG Electroplast,PGEL.NS
Procter & Gamble Hygiene and Health Care,PGHH.NS
Procter & Gamble Health,PGHL.NS
Pearl Global Industries,PGIL.NS
The Phoenix Mills,PHOENIXLTD.NS
Piccadily Agro Industries,PICCADIL.NS
Pidilite Industries,PIDILITIND.NS
Power & Instrumentation (Gujarat),PIGL.NS
PI Industries,PIIND.NS
Pilani Investment and Industries Corporation,PILANIINVS.NS
PIL ITALICA LIFESTYLE,PILITA.NS
Pine Labs,PINELABS.NS
Pioneer Embroideries,PIONEEREMB.NS
Pioneer Investcorp,PIONRINV.NS
Piramal Finance,PIRAMALFIN.NS
Pitti Engineering,PITTIENG.NS
Pix Transmissions,PIXTRANS.NS
The Peria Karamalai Tea & Produce Company,PKTEA.NS
Plastiblends India,PLASTIBLEN.NS
Platinum Industries,PLATIND.NS
Plaza Wires,PLAZACABLE.NS
Paul Merchants,PML.NS
Punjab National Bank,PNB.NS
PNB Gilts,PNBGILTS.NS
PNB Housing Finance,PNBHOUSING.NS
Pritish Nandy Communications,PNC.NS
PNC Infratech,PNCINFRA.NS
P N Gadgil Jewellers,PNGJL.NS
PNGS Reva Diamond Jewellery,PNGSREVA.NS
Pondy Oxides & Chemicals,POCL.NS
Poddar Pigments,PODDARMENT.NS
Pokarna,POKARNA.NS
PB Fintech,POLICYBZR.NS
Polycab India,POLYCAB.NS
Poly Medicure,POLYMED.NS
Polyplex Corporation,POLYPLEX.NS
Ponni Sugars (Erode),PONNIERODE.NS
Poonawalla Fincorp,POONAWALLA.NS
Power Grid Corporation of India,POWERGRID.NS
Powerica,POWERICA.NS
Hitachi Energy India,POWERINDIA.NS
Power Mech Projects,POWERMECH.NS
PPAP Automotive,PPAP.NS
Prakash Pipes,PPL.NS
Piramal Pharma,PPLPHARMA.NS
Prabha Energy,PRABHA.NS
Pradeep Metals,PRADPME.NS
Prajay Engineers Syndicate,PRAENG.NS
Praj Industries,PRAJIND.NS
Prakash Industries,PRAKASH.NS
Prakash Steelage,PRAKASHSTL.NS
Praveg,PRAVEG.NS
Praxis Home Retail,PRAXIS.NS
Precision Camshafts,PRECAM.NS
Precot,PRECOT.NS
Precision Wires India,PRECWIRE.NS
Premco Global,PREMCO.NS
Premier Explosives,PREMEXPLN.NS
Premier,PREMIER.NS
Premier Energies,PREMIERENE.NS
Premier Polyfilm,PREMIERPOL.NS
Prestige Estates Projects,PRESTIGE.NS
Pricol,PRICOLLTD.NS
Prime Securities,PRIMESECU.NS
Primo Chemicals,PRIMO.NS
Prince Pipes And Fittings,PRINCEPIPE.NS
Priti International,PRITI.NS
Pritika Auto Industries,PRITIKAUTO.NS
Privi Speciality Chemicals,PRIVISCL.NS
Prostarm Info Systems,PROSTARM.NS
Protean eGov Technologies,PROTEAN.NS
Prozone Realty,PROZONER.NS
Prism Johnson,PRSMJOHNSN.NS
Prudent Corporate Advisory Services,PRUDENT.NS
Prudential Sugar Corporation,PRUDMOULI.NS
Punjab & Sind Bank,PSB.NS
PSP Projects,PSPPROJECT.NS
PTC India,PTC.NS
PTC Industries,PTCIL.NS
PTL Enterprises,PTL.NS
Punjab Chemicals & Crop Protection,PUNJABCHEM.NS
Puravankara,PURVA.NS
PVP Ventures,PVP.NS
PVR INOX,PVRINOX.NS
Popular Vehicles and Services,PVSL.NS
Physicswallah,PWL.NS
Pyramid Technoplast,PYRAMID.NS
Quality Power Electrical Equipments,QPOWER.NS
Quadrant Future Tek,QUADFUTURE.NS
Quess Corp,QUESS.NS
Quick Heal Technologies,QUICKHEAL.NS
Quint Digital,QUINT.NS
Race Eco Chain,RACE.NS
RACL Geartech,RACLGEAR.NS
Radaan Mediaworks India,RADAAN.NS
Radhika Jeweltech,RADHIKAJWE.NS
Radiant Cash Management Services,RADIANTCMS.NS
Radico Khaitan,RADICO.NS
Music Broadcast,RADIOCITY.NS
Railtel Corporation Of India,RAILTEL.NS
Rain Industries,RAIN.NS
Rainbow Childrens Medicare,RAINBOW.NS
Rajesh Exports,RAJESHEXPO.NS
Rajnandini Metal,RAJMET.NS
Rajoo Engineers,RAJOOENG.NS
Rajapalayam Mills,RAJPALAYAM.NS
Rajratan Global Wire,RAJRATAN.NS
Raj Rayon Industries,RAJRILTD.NS
Rajshree Sugars & Chemicals,RAJSREESUG.NS
Raj Television Network,RAJTV.NS
Rallis India,RALLIS.NS
Shree Rama Newsprint,RAMANEWS.NS
Rama Phosphates,RAMAPHO.NS
Rama Steel Tubes,RAMASTEEL.NS
The Ramco Cements,RAMCOCEM.NS
Ramco Industries,RAMCOIND.NS
Ramco Systems,RAMCOSYS.NS
Ramky Infrastructure,RAMKY.NS
Ram Ratna Wires,RAMRAT.NS
Rana Sugars,RANASUG.NS
Rane Holdings,RANEHOLDIN.NS
Rategain Travel Technologies,RATEGAIN.NS
Ratnamani Metals & Tubes,RATNAMANI.NS
Ratnaveer Precision Engineering,RATNAVEER.NS
Raymond,RAYMOND.NS
Raymond Lifestyle,RAYMONDLSL.NS
Raymond Realty,RAYMONDREL.NS
Restaurant Brands Asia,RBA.NS
RBL Bank,RBLBANK.NS
RBZ Jewellers,RBZJEWEL.NS
Rashtriya Chemicals and Fertilizers,RCF.NS
Reliance Communications,RCOM.NS
REC,RECLTD.NS
Redington,REDINGTON.NS
Redtape,REDTAPE.NS
Refex Industries,REFEX.NS
Regaal Resources,REGAAL.NS
Regency Ceramics,REGENCERAM.NS
Relaxo Footwears,RELAXO.NS
Reliance Chemotex Industries,RELCHEMQ.NS
Reliable Data Services,RELIABLE.NS
Reliance Industries,RELIANCE.NS
Religare Enterprises,RELIGARE.NS
Reliance Infrastructure,RELINFRA.NS
Ravindra Energy,RELTD.NS
Remsons Industries,REMSONSIND.NS
Shree Renuka Sugars,RENUKA.NS
Repco Home Finance,REPCOHOME.NS
Rudrabhishek Enterprises,REPL.NS
Repro India,REPRO.NS
Responsive Industries,RESPONIND.NS
JHS Svendgaard Retail Ventures,RETAIL.NS
Renaissance Global,RGL.NS
Rhetan TMT,RHETAN.NS
Reliance Home Finance,RHFL.NS
RHI MAGNESITA INDIA,RHIM.NS
Robust Hotels,RHL.NS
Rico Auto Industries,RICOAUTO.NS
Reliance Industrial Infrastructure,RIIL.NS
Rishabh Instruments,RISHABH.NS
Ritco Logistics,RITCO.NS
RITES,RITES.NS
Ravi Kumar Distilleries,RKDL.NS
RKEC Projects,RKEC.NS
Ramkrishna Forgings,RKFORGE.NS
R K Swamy,RKSWAMY.NS
RMC Switchgears,RMC.NS
R M Drip and Sprinklers Systems,RMDRIP.NS
Rane (Madras),RML.NS
R&B Denims,RNBDENIMS.NS
Royal Orchid Hotels,ROHLTD.NS
Rolex Rings,ROLEXRINGS.NS
Rollatainers,ROLLT.NS
Raj Oil Mills,ROML.NS
Rossari Biotech,ROSSARI.NS
Rossell India,ROSSELLIND.NS
Rossell Techsys,ROSSTECH.NS
Roto Pumps,ROTO.NS
ROUTE MOBILE,ROUTE.NS
Raghav Productivity Enhancers,RPEL.NS
RPG Life Sciences,RPGLIFE.NS
Reliance Power,RPOWER.NS
R.P.P. Infra Projects,RPPINFRA.NS
Rajshree Polypack,RPPL.NS
RPSG VENTURES,RPSGVENT.NS
Rashi Peripherals,RPTECH.NS
RRIL,RRIL.NS
R R Kabel,RRKABEL.NS
RSD Finance,RSDFIN.NS
Rajputana Stainless,RSL.NS
R. S. Software (India),RSSOFTWARE.NS
RSWM,RSWM.NS
R Systems International,RSYSTEMS.NS
RattanIndia Enterprises,RTNINDIA.NS
RattanIndia Power,RTNPOWER.NS
Rubfila International,RUBFILA.NS
Rubicon Research,RUBICON.NS
The Ruby Mills,RUBYMILLS.NS
Ruchi Infrastructure,RUCHINFRA.NS
Ruchira Papers,RUCHIRA.NS
Rudra Global Infra Products,RUDRA.NS
Rupa & Company,RUPA.NS
Rushil Decor,RUSHIL.NS
Keystone Realtors,RUSTOMJEE.NS
Ravinder Heights,RVHL.NS
Rail Vikas Nigam,RVNL.NS
Revathi Equipment India,RVTH.NS
S&S Power Switchgears,S&SPOWER.NS
Saatvik Green Energy,SAATVIKGL.NS
Sab Events & Governance Now Media,SABEVENTS.NS
Sadbhav Engineering,SADBHAV.NS
Sadbhav Infrastructure Project,SADBHIN.NS
Sadhana Nitrochem,SADHNANIQ.NS
Safari Industries (India),SAFARI.NS
Sagardeep Alloys,SAGARDEEP.NS
Sagar Cements,SAGCEM.NS
SAGILITY,SAGILITY.NS
Shalibhadra Finance,SAHLIBHFI.NS
Sahyadri Industries,SAHYADRI.NS
Steel Authority of India,SAIL.NS
Sai Life Sciences,SAILIFE.NS
Sai Parenterals,SAIPARENT.NS
Sakar Healthcare,SAKAR.NS
Sakthi Sugars,SAKHTISUG.NS
Saksoft,SAKSOFT.NS
Sakuma Exports,SAKUMA.NS
Salasar Techno Engineering,SALASAR.NS
Salona Cotspin,SALONA.NS
S.A.L. Steel,SALSTEEL.NS
Salzer Electronics,SALZERELEC.NS
Sambhaav Media,SAMBHAAV.NS
Sambhv Steel Tubes,SAMBHV.NS
Samhi Hotels,SAMHI.NS
Sammaan Capital,SAMMAANCAP.NS
Sampann Utpadan India,SAMPANN.NS
Sanathan Textiles,SANATHAN.NS
The Sandesh,SANDESH.NS
Sandhar Technologies,SANDHAR.NS
Sandur Manganese & Iron Ores,SANDUMA.NS
Sangam (India),SANGAMIND.NS
Sanghvi Movers,SANGHVIMOV.NS
Sanginita Chemicals,SANGINITA.NS
Sanofi India,SANOFI.NS
Sanofi Consumer Healthcare India,SANOFICONR.NS
Sansera Engineering,SANSERA.NS
Sanstar,SANSTAR.NS
Sanwaria Consumer,SANWARIA.NS
Sapphire Foods India,SAPPHIRE.NS
Shree Ajit Pulp & Paper,SAPPL.NS
Sarda Energy & Minerals,SARDAEN.NS
Saregama India,SAREGAMA.NS
Sarla Performance Fibers,SARLAPOLY.NS
Sarveshwar Foods,SARVESHWAR.NS
Sasken Technologies,SASKEN.NS
Satia Industries,SATIA.NS
Satin Creditcare Network,SATIN.NS
Saurashtra Cement,SAURASHCEM.NS
Sayaji Hotels,SAYAJIHOTL.NS
SBC Exports,SBC.NS
Shivalik Bimetal Controls,SBCL.NS
SBFC Finance,SBFC.NS
Suratwwala Business Group,SBGLP.NS
SBI Cards and Payment Services,SBICARD.NS
SBI Life Insurance Company,SBILIFE.NS
State Bank of India,SBIN.NS
Scan Steels,SCANSTL.NS
Schaeffler India,SCHAEFFLER.NS
S Chand And Company,SCHAND.NS
Schneider Electric Infrastructure,SCHNEIDER.NS
Shipping Corporation Of India,SCI.NS
Shipping Corporation of India Land and Assets,SCILAL.NS
Scoda Tubes,SCODATUBES.NS
Sheetal Cool Products,SCPL.NS
Som Distilleries & Breweries,SDBL.NS
Seamec,SEAMECLTD.NS
SecMark Consultancy,SECMARK.NS
SECUREKLOUD TECHNOLOGIES,SECURKLOUD.NS
SEDEMAC Mechatronics,SEDEMAC.NS
Shanti Educational Initiatives,SEIL.NS
Sejal Glass,SEJALLTD.NS
SEL Manufacturing Company,SELMC.NS
Semac Construction,SEMAC.NS
Senco Gold,SENCO.NS
Senores Pharmaceuticals,SENORES.NS
SEPC,SEPC.NS
Servotech Renewable Power System,SERVOTECH.NS
Seshasayee Paper and Boards,SESHAPAPER.NS
Setco Automotive,SETCO.NS
Standard Engineering Technology,SETL.NS
Setubandhan Infrastructure,SETUINFRA.NS
Seya Industries,SEYAIND.NS
Sheela Foam,SFL.NS
SG Finserve,SGFIN.NS
Synergy Green Industries,SGIL.NS
STL Global,SGL.NS
SG Mart,SGMART.NS
Shadowfax Technologies,SHADOWFAX.NS
Shah Metacorp,SHAH.NS
Shah Alloys,SHAHALLOYS.NS
Shaily Engineering Plastics,SHAILY.NS
Shakti Pumps (India),SHAKTIPUMP.NS
Shalby,SHALBY.NS
Shalimar Paints,SHALPAINTS.NS
Shankara Building Products,SHANKARA.NS
Shanti Overseas (India),SHANTI.NS
Shanthi Gears,SHANTIGEAR.NS
Shanti Gold International,SHANTIGOLD.NS
Sharda Cropchem,SHARDACROP.NS
Sharda Motor Industries,SHARDAMOTR.NS
Shardul Securities,SHARDUL.NS
Share India Securities,SHAREINDIA.NS
Shri Bajrang Alliance,SHBAJRG.NS
Shekhawati Industries,SHEKHAWATI.NS
Shemaroo Entertainment,SHEMAROO.NS
Shilchar Technologies,SHILCTECH.NS
Shilpa Medicare,SHILPAMED.NS
Sharat Industries,SHINDL.NS
Shivalik Rasayan,SHIVALIK.NS
Shivam Autotech,SHIVAMAUTO.NS
Shiva Mills,SHIVAMILLS.NS
Shiva Texyarn,SHIVATEX.NS
Shiv Aum Steels,SHIVAUM.NS
S H Kelkar and Company,SHK.NS
Shoppers Stop,SHOPERSTOP.NS
Shradha Realty,SHRADHA.NS
Shree Digvijay Cement Co.Ltd,SHREDIGCEM.NS
SHREE CEMENT,SHREECEM.NS
Shreeji Shipping Global,SHREEJISPG.NS
Shree Pushkar Chemicals & Fertilisers,SHREEPUSHK.NS
Shree Rama Multi-Tech,SHREERAMA.NS
Shrenik,SHRENIK.NS
Shreyans Industries,SHREYANIND.NS
Shri Krishna Devcon,SHRIKRISH.NS
Shringar House of Mangalsutra,SHRINGARMS.NS
Shriram Pistons & Rings,SHRIPISTON.NS
Shriram Finance,SHRIRAMFIN.NS
Shriram Properties,SHRIRAMPPS.NS
Shyam Century Ferrous,SHYAMCENT.NS
Shyam Metalics and Energy,SHYAMMETL.NS
Shyam Telecom,SHYAMTEL.NS
Sicagen India,SICAGEN.NS
Sical Logistics,SICALLOG.NS
Siemens,SIEMENS.NS
Sigachi Industries,SIGACHI.NS
Signet Industries,SIGIND.NS
Sigma Solve,SIGMA.NS
SIGMA ADVANCED SYSTEMS,SIGMAADV.NS
Signatureglobal (India),SIGNATURE.NS
Signpost India,SIGNPOST.NS
Sika Interplant Systems,SIKA.NS
Sikko Industries,SIKKO.NS
Standard Industries,SIL.NS
Silgo Retail,SILGO.NS
SIL Investments,SILINV.NS
Silly Monks Entertainment,SILLYMONKS.NS
Silver Touch Technologies,SILVERTUC.NS
Simbhaoli Sugars,SIMBHALS.NS
Simplex Infrastructures,SIMPLEXINF.NS
Sinclairs Hotels,SINCLAIR.NS
Sindhu Trade Links,SINDHUTRAD.NS
Singer India,SINGERIND.NS
Sintercom India,SINTERCOM.NS
Sirca Paints India,SIRCA.NS
SIS,SIS.NS
Siti Networks,SITINET.NS
Siyaram Silk Mills,SIYSIL.NS
S.J.S. Enterprises,SJS.NS
SJVN,SJVN.NS
SKF India,SKFINDIA.NS
SKF India (Industrial),SKFINDUS.NS
Skipper,SKIPPER.NS
SKM Egg Products Export (India),SKMEGGPROD.NS
SKY GOLD AND DIAMONDS,SKYGOLD.NS
Smartlink Holdings,SMARTLINK.NS
Smartworks Coworking Spaces,SMARTWORKS.NS
SMC Global Securities,SMCGLOBAL.NS
SML Mahindra,SMLMAH.NS
Sarthak Metals,SMLT.NS
SMS Pharmaceuticals,SMSPHARMA.NS
Snowman Logistics,SNOWMAN.NS
Sobha,SOBHA.NS
Softtech Engineers,SOFTTECH.NS
Solara Active Pharma Sciences,SOLARA.NS
Solar Industries India,SOLARINDS.NS
Solarworld Energy Solutions,SOLARWORLD.NS
Solex Energy,SOLEX.NS
Somany Ceramics,SOMANYCERA.NS
Soma Textiles & Industries,SOMATEX.NS
Somi Conveyor Beltings,SOMICONVEY.NS
Sona BLW Precision Forgings,SONACOMS.NS
Sonal Mercantile,SONAL.NS
SONAM,SONAMLTD.NS
Sonata Software,SONATSOFTW.NS
Savita Oil Technologies,SOTL.NS
The South Indian Bank,SOUTHBANK.NS
South West Pinnacle Exploration,SOUTHWEST.NS
S. P. Apparels,SPAL.NS
Spandana Sphoorty Financial,SPANDANA.NS
Sun Pharma Advanced Research Company,SPARC.NS
Spacenet Enterprises India,SPCENET.NS
Speciality Restaurants,SPECIALITY.NS
Spectrum Electrical Industries,SPECTRUM.NS
Spencer's Retail,SPENCERS.NS
Southern Petrochemicals Industries Corporation,SPIC.NS
SPL Industries,SPLIL.NS
Supreme Petrochem,SPLPETRO.NS
SPML Infra,SPMLINFRA.NS
Sportking India,SPORTKING.NS
Shankar Lal Rampal Dye-Chem,SRD.NS
Sreeleathers,SREEL.NS
SRF,SRF.NS
SRG Housing Finance,SRGHFL.NS
Sree Rayalaseema Hi-Strength Hypo,SRHHYPOLTD.NS
SRM Contractors,SRM.NS
Shree Ram Twistex,SRTL.NS
Saraswati Saree Depot,SSDL.NS
Steel Strips Wheels,SSWL.NS
Stallion India Fluorochemicals,STALLION.NS
Stanley Lifestyles,STANLEY.NS
Strides Pharma Science,STAR.NS
Star Cement,STARCEMENT.NS
Star Health and Allied Insurance Company,STARHEALTH.NS
Star Paper Mills,STARPAPER.NS
Starteck Finance,STARTECK.NS
The State Trading Corporation of India,STCINDIA.NS
Steelcast,STEELCAS.NS
Steel City Securities,STEELCITY.NS
STEEL EXCHANGE INDIA,STEELXIND.NS
Stel Holdings,STEL.NS
Sterling Tools,STERTOOLS.NS
STL Networks,STLNETWORK.NS
Sterlite Technologies,STLTECH.NS
Stove Kraft,STOVEKRAFT.NS
Studds Accessories,STUDDS.NS
Seshaasai Technologies,STYL.NS
Stylam Industries,STYLAMIND.NS
Baazar Style Retail,STYLEBAAZA.NS
Styrenix Performance Materials,STYRENIX.NS
Subex,SUBEXLTD.NS
Subros,SUBROS.NS
Sudarshan Colorants India,SUDARCOLOR.NS
Sudarshan Chemical Industries,SUDARSCHEM.NS
Sudeep Pharma,SUDEEPPHRM.NS
Sukhjit Starch & Chemicals,SUKHJITS.NS
Sula Vineyards,SULA.NS
Sumeet Industries,SUMEETINDS.NS
Sumitomo Chemical India,SUMICHEM.NS
Sumit Woods,SUMIT.NS
Summit Securities,SUMMITSEC.NS
Sundaram Clayton,SUNCLAY.NS
Sundaram Multi Pap,SUNDARAM.NS
Sundaram Finance,SUNDARMFIN.NS
Sundaram Brake Linings,SUNDRMBRAK.NS
Sundram Fasteners,SUNDRMFAST.NS
Sundrop Brands,SUNDROP.NS
Sunflag Iron And Steel Company,SUNFLAG.NS
Sun Pharmaceutical Industries,SUNPHARMA.NS
Sunteck Realty,SUNTECK.NS
Sun TV Network,SUNTV.NS
Superhouse,SUPERHOUSE.NS
Super Spinning Mills,SUPERSPIN.NS
Suprajit Engineering,SUPRAJIT.NS
Supreme Holdings & Hospitality (India),SUPREME.NS
Supreme Engineering,SUPREMEENG.NS
Supreme Industries,SUPREMEIND.NS
Supreme Infrastructure India,SUPREMEINF.NS
Supriya Lifescience,SUPRIYA.NS
Suraj Estate Developers,SURAJEST.NS
Suraj,SURAJLTD.NS
Suraksha Diagnostic,SURAKSHA.NS
Surana Solar,SURANASOL.NS
Surana Telecom and Power,SURANAT&P.NS
Suryalata Spinning Mills,SURYALA.NS
Suryalakshmi Cotton Mills,SURYALAXMI.NS
Surya Roshni,SURYAROSNI.NS
Suryoday Small Finance Bank,SURYODAY.NS
Sutlej Textiles and Industries,SUTLEJTEX.NS
Suven Life Sciences,SUVEN.NS
Suvidhaa Infoserve,SUVIDHAA.NS
Suyog Telematics,SUYOG.NS
Suzlon Energy,SUZLON.NS
Shree Vasu Logistics,SVLL.NS
SVP GLOBAL TEXTILES,SVPGLOB.NS
SWAN CORP,SWANCORP.NS
Swan Defence and Heavy Industries,SWANDEF.NS
Swaraj Engines,SWARAJENG.NS
Swelect Energy Systems,SWELECTES.NS
Swiggy,SWIGGY.NS
Sterling and Wilson Renewable Energy,SWSOLAR.NS
Symphony,SYMPHONY.NS
Syncom Formulations (India),SYNCOMF.NS
Syngene International,SYNGENE.NS
Syrma SGS Technology,SYRMA.NS
Systematix Corporate Services,SYSTMTXC.NS
Taal Tech,TAALTECH.NS
Tainwala Chemical and Plastic (I),TAINWALCHM.NS
Taj GVK Hotels & Resorts,TAJGVK.NS
Take Solutions,TAKE.NS
Talbros Automotive Components,TALBROAUTO.NS
Tamboli Industries,TAMBOLIIN.NS
Tanla Platforms,TANLA.NS
